Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,
Perkel J.M.,The hackers teaching old DNA sequencers new tricks,2018,Nature,559,7715,,643,645,,4,10.1038/d41586-018-05769-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050591060&doi=10.1038%2fd41586-018-05769-8&partnerID=40&md5=64fd1df6b458f51117fa9d0ea0c58037,
Dolgin E.,How to start a lab when funds are tight career-feature,2018,Nature,559,7713,,291,293,,4,10.1038/d41586-018-05655-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049828841&doi=10.1038%2fd41586-018-05655-3&partnerID=40&md5=1e3c1f2afad46ae632440b515c27ef91,
Reardon S.,Genetically modified bacteria enlisted in fight against disease news,2018,Nature,558,7711,,497,498,,4,10.1038/d41586-018-05476-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049234817&doi=10.1038%2fd41586-018-05476-4&partnerID=40&md5=9cf29133550fe3da33b51008f318d75e,
Rosen J.,How a hobby can boost researchers' productivity and creativity career-feature,2018,Nature,558,7710,,475,477,,4,10.1038/d41586-018-05449-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048772431&doi=10.1038%2fd41586-018-05449-7&partnerID=40&md5=bef83c9844d30f4e091a4b431c915046,
Rochmyaningsih D.,Indonesia plans strict foreign research laws,2018,Nature,557,7706,,476,,,4,10.1038/d41586-018-05001-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047872649&doi=10.1038%2fd41586-018-05001-7&partnerID=40&md5=dde8972d29fcb72b9603d383c5e962f3,
Cyranoski D.,The cells that sparked a revolution,2018,Nature,555,7697,,429,430,,4,10.1038/d41586-018-03268-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044251377&doi=10.1038%2fd41586-018-03268-4&partnerID=40&md5=2a2fcc637bbe89d7d112dc2a4c9f33a4,
"Van Berlo J.H., Kanisicak O., Maillet M., Vagnozzi R.J., Karch J., Lin S.-C.J., Middleton R.C., Marbán E., Molkentin J.D.",Van Berlo et al. reply,2018,Nature,555,7697,,E1,E5,,4,10.1038/nature25772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044301289&doi=10.1038%2fnature25772&partnerID=40&md5=446c4156542421f2d828e557b48ba21e,
Witze A.,The cruellest seas,2018,Nature,555,7695,,156,158,,4,10.1038/d41586-018-02745-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043456504&doi=10.1038%2fd41586-018-02745-0&partnerID=40&md5=03475bc59b91d783eb509e259034f8f1,
Thomson H.,Wave therapy,2018,Nature,555,7694,,20,22,,4,10.1038/d41586-018-02391-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042760398&doi=10.1038%2fd41586-018-02391-6&partnerID=40&md5=6238bb3b6a24d8cc5aa8a0f254256049,
Comfort N.,Nature still battles nurture in the haunting world of social genomics,2018,Nature,553,7688,,278,280,,4,10.1038/d41586-018-00578-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040815727&doi=10.1038%2fd41586-018-00578-5&partnerID=40&md5=7b839c54a6232d9de8db78502bc7ffa2,
Silk J.,Put telescopes on the far side of the Moon,2018,Nature,553,7686,,6,,,4,10.1038/d41586-017-08941-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044160680&doi=10.1038%2fd41586-017-08941-8&partnerID=40&md5=de32e8f90e1cd3e9cc6794a897673c82,
Kwok R.,Science on the screen,2018,Nature,553,7686,,117,119,,4,10.1038/d41586-017-08862-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040177038&doi=10.1038%2fd41586-017-08862-6&partnerID=40&md5=2e774adaf8b66dcc4e0985d455e5cba5,
"Lin J.-F., Mao Z., Yang J., Fu S.",Elasticity of lower-mantle bridgmanite,2018,Nature,564,7736,,E18,E26,,3,10.1038/s41586-018-0741-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058899654&doi=10.1038%2fs41586-018-0741-7&partnerID=40&md5=f2a2bac613913a9b134faf87d8f29e12,
Ham Y.-G.,El Niño events will intensify under global warming,2018,Nature,564,7735,,192,193,,3,10.1038/d41586-018-07638-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058571069&doi=10.1038%2fd41586-018-07638-w&partnerID=40&md5=f8963b6f6485f75dc5adce45aedc02b9,
Bender E.,Regulating the gene-therapy revolution,2018,Nature,564,7735,,S20,S22,,3,10.1038/d41586-018-07641-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058590840&doi=10.1038%2fd41586-018-07641-1&partnerID=40&md5=ee5cbc18eed6f00f11023567713cd2ce,
"Po-Chedley S., Proistosescu C., Armour K.C., Santer B.D.",Climate constraint reflects forced signal,2018,Nature,563,7729,,E6,E9,,3,10.1038/s41586-018-0640-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055839621&doi=10.1038%2fs41586-018-0640-y&partnerID=40&md5=4316afcc24a0624baed5f5921e6eb482,
"Chen W., OuYang B., Chou J.J.",Chen et al. reply,2018,Nature,562,7727,,E19,E20,,3,10.1038/s41586-018-0562-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055076434&doi=10.1038%2fs41586-018-0562-8&partnerID=40&md5=298d726b05e57c702e7e0490311689be,
Pikarsky E.,Neighbourhood deaths cause a switch in cancer subtype,2018,Nature,562,7725,,45,46,,3,10.1038/d41586-018-06217-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054090831&doi=10.1038%2fd41586-018-06217-3&partnerID=40&md5=6aaeca393f0357aded84dc5e1aff1e7d,
Gies E.,Fortresses of mud: how to protect the San Francisco Bay Area from rising seas,2018,Nature,562,7726,,178,180,,3,10.1038/d41586-018-06955-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054775335&doi=10.1038%2fd41586-018-06955-4&partnerID=40&md5=9eef1bcb8f64267ee5a0df5ee2800ec9,
Valian V.,Two Nobels for women - why so slow?,2018,Nature,562,7726,,165,,,3,10.1038/d41586-018-06953-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054772692&doi=10.1038%2fd41586-018-06953-6&partnerID=40&md5=19d478c499cf757ce77af43adbb9286a,
Gibney E.,What the Nobels are - and aren't - doing to encourage diversity,2018,Nature,562,7725,,19,,,3,10.1038/d41586-018-06879-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054356516&doi=10.1038%2fd41586-018-06879-z&partnerID=40&md5=46b4fd9182a63dff79b339dd3e0d3942,
Mallapaty S.,Predicting scientific success,2018,Nature,561,7723,,S32,S33,,3,10.1038/d41586-018-06627-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055767905&doi=10.1038%2fd41586-018-06627-3&partnerID=40&md5=898031bda65d29b85e258c3995cc5b2f,
Bauld L.,Funders must be wary of industry alliances,2018,Nature,560,7718,,283,,,3,10.1038/d41586-018-05937-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053669304&doi=10.1038%2fd41586-018-05937-w&partnerID=40&md5=55c299a1fffad727fbdf6544747296bc,
"Bernheim A., Sorek R.",Viruses cooperate to defeat bacteria,2018,Nature,559,7715,,482,484,,3,10.1038/d41586-018-05762-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050608715&doi=10.1038%2fd41586-018-05762-1&partnerID=40&md5=6e22be0e6a4c9bba3ac19a0584b2f796,
Abbott A.,"100 bats and a long, dark tunnel: One neuroscientist's quest to unlock the secrets of 3D navigation news-feature",2018,Nature,559,7713,,165,168,,3,10.1038/d41586-018-05648-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049826181&doi=10.1038%2fd41586-018-05648-2&partnerID=40&md5=31f2fa6e46609a6ccc0abf391fc0d33b,
Shen H.,The labs growing human embryos for longer than ever before,2018,Nature,559,7712,,19,22,,3,10.1038/d41586-018-05586-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049793110&doi=10.1038%2fd41586-018-05586-z&partnerID=40&md5=3b07e05a7bf47fa16e6154c65df59642,
Cyranoski D.,Gigantic study of Chinese babies yields slew of health data,2018,Nature,559,7712,,13,14,,3,10.1038/d41586-018-05522-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049778740&doi=10.1038%2fd41586-018-05522-1&partnerID=40&md5=d78b03cd94cecaddc632aac199cc4648,
Harrington K.,Harness the power of groups to beat the 'PhD blues',2018,Nature,559,7712,,143,144,,3,10.1038/d41586-018-05589-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049777691&doi=10.1038%2fd41586-018-05589-w&partnerID=40&md5=025b1059b15c374749e42c15629960b2,
Simmons C.A.,Taking bioengineered heart valves from faulty to functional news-and-views,2018,Nature,559,7712,,42,43,,3,10.1038/d41586-018-05566-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049599283&doi=10.1038%2fd41586-018-05566-3&partnerID=40&md5=cb1f48175aa3ec8f41579d027b0f7c6d,
Arney K.,Improved metrics for Huntington's disease trials outlook,2018,Nature,557,7707,,S46,S47,,3,10.1038/d41586-018-05179-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048286452&doi=10.1038%2fd41586-018-05179-w&partnerID=40&md5=df9ba8a0a36f2b1f79fe500495ead13d,
McElreath R.,Sizing up human brain evolution,2018,Nature,557,7706,,496,497,,3,10.1038/d41586-018-05197-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047614799&doi=10.1038%2fd41586-018-05197-8&partnerID=40&md5=70231e944679bf019707c0a0522a14ab,
Landhuis E.,"The rise of outsourcing: Big pharma is downsizing, and contract research organizations are reaping the benefits",2018,Nature,556,7700,,263,265,,3,10.1038/d41586-018-04163-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045193723&doi=10.1038%2fd41586-018-04163-8&partnerID=40&md5=d00ecefba5018c523865a917e0c75a35,
May M.,Mouse models with a human touch,2018,Nature,556,7700,,259,261,,3,10.1038/d41586-018-04161-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045241491&doi=10.1038%2fd41586-018-04161-w&partnerID=40&md5=57be02a218f002c4838abb2dbd832aa8,
Rétaux S.,The healthy diabetic cavefish conundrum,2018,Nature,555,7698,,595,597,,3,10.1038/d41586-018-03242-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044649177&doi=10.1038%2fd41586-018-03242-0&partnerID=40&md5=8ea5fb9a4002df97fb3be6676fcdaa9b,
Morbidelli A.,Calcium signals in planetary embryos,2018,Nature,555,7697,,451,452,,3,10.1038/d41586-018-03144-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044271706&doi=10.1038%2fd41586-018-03144-1&partnerID=40&md5=fa442a4330318863da818b017bc8bb37,
Gewin V.,How to write a first-class paper,2018,Nature,555,7694,,129,130,,3,10.1038/d41586-018-02404-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065517493&doi=10.1038%2fd41586-018-02404-4&partnerID=40&md5=05562bf284b18ea0acb8ae2a88881d49,
[No author name available],Gender pay gap persists,2018,Nature,553,7687,,241,,,3,10.1038/d41586-018-00113-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073254434&doi=10.1038%2fd41586-018-00113-6&partnerID=40&md5=b9404d941687f944dffc3f7da79ba5da,
"Joffin N., Scherer P.E.",Reduced oxygen consumption by fat cells improves metabolic defects,2018,Nature,564,7734,,47,48,,2,10.1038/d41586-018-07248-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057758109&doi=10.1038%2fd41586-018-07248-6&partnerID=40&md5=5bab2897bb2b8861c99e871b7e15938a,
Fox D.,The hunt for life below Antarctic ice,2018,Nature,564,7735,,180,182,,2,10.1038/d41586-018-07669-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058600500&doi=10.1038%2fd41586-018-07669-3&partnerID=40&md5=3e7bc375d81466172eb063a48060a51d,
Nowogrodzki A.,Gene therapy targets sickle-cell disease,2018,Nature,564,7735,,S12,S13,,2,10.1038/d41586-018-07646-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058598370&doi=10.1038%2fd41586-018-07646-w&partnerID=40&md5=b7441ba1954d9cd7e50d82cc523cf38b,
Fletcher D.,Which biological systems should be engineered?,2018,Nature,563,7730,,177,179,,2,10.1038/d41586-018-07291-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056141487&doi=10.1038%2fd41586-018-07291-3&partnerID=40&md5=1edddd9b1038c2b0c37b113f111bd9dc,
[No author name available],Bottom-up biology,2018,Nature,563,7730,,171,,,2,10.1038/d41586-018-07290-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056383838&doi=10.1038%2fd41586-018-07290-4&partnerID=40&md5=c6323e2773f3997e3fad98a398167e99,
O'Meara S.,Taking the silk road to high-tech growth,2018,Nature,563,7729,,S25,S27,,2,10.1038/d41586-018-07202-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055831989&doi=10.1038%2fd41586-018-07202-6&partnerID=40&md5=8ecdec7b94f5047e9ada099a62fdd62c,
"Rabbany S.Y., Rafii S.",Blood flow forces liver growth,2018,Nature,562,7725,,42,43,,2,10.1038/d41586-018-06741-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054058637&doi=10.1038%2fd41586-018-06741-2&partnerID=40&md5=796a73c35b88923e59f3b09460991ff8,
Schmidt C.,The fight against non-communicable disease in emerging economies,2018,Nature,562,7727,,S65,S67,,2,10.1038/d41586-018-06974-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055079773&doi=10.1038%2fd41586-018-06974-1&partnerID=40&md5=edad2fc23f72b493cb4f45dc8c01d42d,
Eisenstein M.,Immunotherapy offers a promising bet against brain cancer,2018,Nature,561,7724,,S42,S44,,2,10.1038/d41586-018-06705-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059883015&doi=10.1038%2fd41586-018-06705-6&partnerID=40&md5=d5531a437e00aa15cfb59109c4827c7b,
"Ye W., Li A.",Reaction combination opens up 3D molecular diversity for drug discovery,2018,Nature,560,7718,,314,316,,2,10.1038/d41586-018-05874-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058500244&doi=10.1038%2fd41586-018-05874-8&partnerID=40&md5=bcea5aeedc4b309a8c56623fcc2d321c,
"Catta-Preta C.M.C., Mottram J.C.",Drug candidate and target for leishmaniasis,2018,Nature,560,7717,,171,172,,2,10.1038/d41586-018-05765-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059798034&doi=10.1038%2fd41586-018-05765-y&partnerID=40&md5=66cf1c5682aa044ef1f580e238018bc5,
[No author name available],The spectre of smallpox lingers,2018,Nature,560,7718,,281,,,2,10.1038/d41586-018-05936-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063712578&doi=10.1038%2fd41586-018-05936-x&partnerID=40&md5=24bdc6b46ab272f68946e01e44beeaec,
Dance A.,TRANSITIONS: Stick retirement!,2018,Nature,559,7714,,429,431,,2,10.1038/d41586-018-05715-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050358573&doi=10.1038%2fd41586-018-05715-8&partnerID=40&md5=c203ae5d8228fcf6374e43ab41e7d961,
Tollefson J.,"Science under siege: Uncertainty, hostility and irrelevance are part of daily life for scientists at the US Environmental Protection Agency",2018,Nature,559,7714,,316,319,,2,10.1038/d41586-018-05706-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050218313&doi=10.1038%2fd41586-018-05706-9&partnerID=40&md5=375de85fb4c48fab4c6d815f92fd4eb4,
Will C.M.,General relativity verified by a triple-star system,2018,Nature,559,7712,,40,41,,2,10.1038/d41586-018-05549-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049807948&doi=10.1038%2fd41586-018-05549-4&partnerID=40&md5=37d3e89776d6e31c6b29de6d5192ccac,
Silver A.,Trade: US-China trade war rattles labs,2018,Nature,558,7711,,494,495,,2,10.1038/d41586-018-05521-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049243611&doi=10.1038%2fd41586-018-05521-2&partnerID=40&md5=9a150c89c5c1c9cb91bdfdaf3dbb97a2,
Löhr J.M.,Weighing in on weight loss linked to cancer,2018,Nature,558,7711,,526,528,,2,10.1038/d41586-018-05424-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051285458&doi=10.1038%2fd41586-018-05424-2&partnerID=40&md5=6642b26bba18c2c8e700c52aa67d6bc4,
Maus M.V.,Tumour tamed by transfer of one T cell news-and-views,2018,Nature,558,7709,,193,195,,2,10.1038/d41586-018-05251-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048362731&doi=10.1038%2fd41586-018-05251-5&partnerID=40&md5=db712b286b8a90fa2c820f93b9245783,
Patricola C.M.,Tropical cyclones are becoming sluggish news-and-views,2018,Nature,558,7708,,36,37,,2,10.1038/d41586-018-05303-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048220812&doi=10.1038%2fd41586-018-05303-w&partnerID=40&md5=47b91f8d1eeb5a21d9feeba5276d79af,
Adam G.C.,Two artificial synapses are better than one news-and-views,2018,Nature,558,7708,,39,40,,2,10.1038/d41586-018-05297-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048213150&doi=10.1038%2fd41586-018-05297-5&partnerID=40&md5=c96ea7cfb79a70fcf28309a4ca39499e,
Drew L.,How the gene behind Huntington's disease could be neutralized outlook /692/698/1688/64 /631/208/2489/201 /692/699/375/364 /692/700/565 n/a,2018,Nature,557,7707,,S39,S41,,2,10.1038/d41586-018-05176-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048283229&doi=10.1038%2fd41586-018-05176-z&partnerID=40&md5=1d3ffc22a35e37730a804a028f25ad4e,
Reardon S.,Hawaii volcano eruption holds clues to predicting similar events elsewhere news,2018,Nature,557,7706,,477,,,2,10.1038/d41586-018-05206-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047749378&doi=10.1038%2fd41586-018-05206-w&partnerID=40&md5=0b2295487a0d29b700bf8414d73a9aec,
"Lim L., Marín O.",More than one way to induce a neuron news-and-views,2018,Nature,557,7705,,316,317,,2,10.1038/d41586-018-04978-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046890565&doi=10.1038%2fd41586-018-04978-5&partnerID=40&md5=ca0d30e2ae2dc64688904ce2216685d2,
Sohn E.,How to handle the dark days of depression career-feature,2018,Nature,557,7704,,267,269,,2,10.1038/d41586-018-05088-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046717755&doi=10.1038%2fd41586-018-05088-y&partnerID=40&md5=f7a5207baef22fa4cda27767ad9dc107,
Heffernan O.,How to save the high seas news-feature,2018,Nature,557,7704,,153,155,,2,10.1038/d41586-018-05079-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046712263&doi=10.1038%2fd41586-018-05079-z&partnerID=40&md5=af39fb9950fdeb889f72aaa9b666826d,
Castelvecchi D.,Billion-star map of Milky Way set to transform astronomy news,2018,Nature,557,7703,,18,,,2,10.1038/d41586-018-04979-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046414245&doi=10.1038%2fd41586-018-04979-4&partnerID=40&md5=c674722ecf9bb20ab1575cb80a152a59,
Smith A.A.,Use video to cut through jargon,2018,Nature,556,7701,,397,398,,2,10.1038/d41586-018-04606-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045670178&doi=10.1038%2fd41586-018-04606-2&partnerID=40&md5=13727a2bd4da26e18b37a8de767f7476,
Castelvecchi D.,"After a clutch of historic detections, gravitational-wave researchers have set their sights on some ambitious scientific quarry",2018,Nature,556,7700,,164,168,,2,10.1038/d41586-018-04157-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045198479&doi=10.1038%2fd41586-018-04157-6&partnerID=40&md5=749a8b81c8ffaf332d9093d3c263bfb5,
"Hurdle J.G., Deshpande A.",Bacterial persister cells tackled,2018,Nature,556,7699,,40,41,,2,10.1038/d41586-018-03440-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045151866&doi=10.1038%2fd41586-018-03440-w&partnerID=40&md5=469f066837220a87d0076ef076b2ef81,
"Morello L., Guglielmi G.",US science agencies set to win big in budget deal,2018,Nature,555,7698,,572,,,2,10.1038/d41586-018-03700-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051078223&doi=10.1038%2fd41586-018-03700-9&partnerID=40&md5=b362f2a77fe69de1eb788399ef56cbfd,
Poster W.R.,Cybersecurity needs women,2018,Nature,555,7698,,577,580,,2,10.1038/d41586-018-03327-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044628154&doi=10.1038%2fd41586-018-03327-w&partnerID=40&md5=03eb47bc8dc325bdcc00342b85f95e47,
"Pontano Vaites L., Harper J.W.",Protein aggregates caught stalling,2018,Nature,555,7697,,449,451,,2,10.1038/d41586-018-03000-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044299784&doi=10.1038%2fd41586-018-03000-2&partnerID=40&md5=a431a1e088faba4501d4ee5247da89a9,
Liu R.-B.,A diamond age of masers,2018,Nature,555,7697,,447,449,,2,10.1038/d41586-018-03215-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044280007&doi=10.1038%2fd41586-018-03215-3&partnerID=40&md5=ff06314bce68254098cc1db17df4848f,
Savage N.,The power of thought,2018,Nature,555,7695,,S12,S14,,2,10.1038/d41586-018-02478-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043457869&doi=10.1038%2fd41586-018-02478-0&partnerID=40&md5=a2340bf8430195dabe22931689c22f6f,
Dolgin E.,Recycling's liquid assets,2018,Nature,554,7691,,265,267,,2,10.1038/d41586-018-01601-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041729140&doi=10.1038%2fd41586-018-01601-5&partnerID=40&md5=aef398d3af049772dcb67a63d02d4c65,
"Flowers G.P., Crews C.M.",Regeneration writ large,2018,Nature,554,7690,,34,35,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041456168&partnerID=40&md5=f135824fcff193b07685423b2634e8b8,
